,from,to
1778,168,191
1777,168,5070
1785,168,2035
1776,168,1647
1774,168,7000
1773,168,3514
1772,168,2709
1771,168,3813
1770,168,187
1769,168,6862
1768,168,1455
1767,168,6382
1775,168,1034
1766,168,1581
1786,168,4279
1788,168,6886
1806,168,657
1805,168,4789
1804,168,5977
1803,168,3497
1802,168,5013
1801,168,4498
1800,168,6420
1799,168,673
1787,168,3116
1798,168,3493
1796,168,6796
1795,168,2966
1794,168,4180
1793,168,209
1792,168,207
1791,168,3166
1790,168,3156
1789,168,416
1797,168,3845
1765,168,2278
1782,168,2294
1763,168,1872
1740,168,1843
1739,168,3364
1738,168,7054
1737,168,1247
1736,168,3427
1735,168,2241
1734,168,585
1733,168,491
1741,168,4870
1732,168,2666
1730,168,3781
1729,168,6803
1728,168,1410
1727,168,572
1726,168,4434
1764,168,3570
1724,168,570
1723,168,3412
1731,168,2533
1742,168,3436
1725,168,4103
1744,168,2683
1761,168,177
1760,168,6845
1759,168,1050
1758,168,1048
1757,168,2198
1755,168,4458
1754,168,2040
1753,168,3809
1756,168,1861
1751,168,4453
1752,168,607
1746,168,4509
1762,168,1450
1747,168,3931
1745,168,726
1749,168,4749
1750,168,4750
1748,168,3804
1743,168,1428
1983,169,4345
1984,169,3726
1985,169,966
1988,170,1749
1986,170,3628
1987,170,3926
1992,171,2264
1991,171,3724
1989,171,4720
1990,171,679
1993,172,2686
1994,172,1130
1995,173,2611
1996,173,3458
1997,173,1547
1998,174,1750
1999,174,3628
2000,174,3926
2001,174,3857
2002,174,1855
2003,174,4080
2004,174,1749
2006,175,763
2005,175,2637
2007,176,4904
2008,176,1764
2029,177,4216
2021,177,3818
2028,177,5242
2027,177,5395
2026,177,3634
2025,177,2433
2024,177,2457
2023,177,831
2022,177,2990
2030,177,4685
2020,177,220
2010,177,1076
2018,177,2278
2009,177,949
2011,177,3988
2012,177,1216
2013,177,6540
2019,177,7104
2015,177,4683
2016,177,682
2017,177,4534
2014,177,1602
2043,178,5405
2052,178,2956
2051,178,5210
2050,178,1657
2049,178,729
2048,178,3850
2047,178,4914
2046,178,5262
2044,178,1621
2042,178,4319
2045,178,5275
2040,178,5391
2041,178,677
2031,178,5144
2033,178,2705
2034,178,5257
2035,178,4728
2032,178,3267
2037,178,4688
2038,178,5132
2039,178,1854
2036,178,3799
2109,179,2136
2104,179,5071
2108,179,3610
2094,179,3010
2107,179,2134
2106,179,6677
2105,179,4245
2103,179,3997
2098,179,4354
2101,179,1968
2100,179,3647
2099,179,5480
2097,179,2126
2096,179,2584
2095,179,3258
2110,179,4650
2102,179,5258
2111,179,6125
2127,179,934
2113,179,5118
2130,179,4981
2129,179,5049
2128,179,2249
2093,179,3717
2126,179,5422
2125,179,1038
2124,179,3523
2112,179,6879
2123,179,1162
2121,179,4155
2120,179,4416
2119,179,6815
2118,179,4596
2117,179,5713
2115,179,432
2114,179,533
2122,179,1841
2092,179,3644
2116,179,3066
2090,179,3058
2068,179,1907
2067,179,6423
2066,179,918
2065,179,4457
2064,179,5167
2062,179,2553
2061,179,1615
2069,179,2882
2060,179,3623
2058,179,667
2057,179,899
2056,179,3034
2055,179,2208
2054,179,4850
2053,179,4051
2091,179,362
2059,179,3907
2070,179,3226
2063,179,2713
2072,179,2382
2089,179,5349
2071,179,1811
2087,179,5750
2086,179,4720
2085,179,5020
2084,179,2315
2083,179,2956
2082,179,2781
2081,179,2325
2088,179,1961
2079,179,6851
2073,179,4384
2078,179,3406
2077,179,6670
2076,179,5401
2075,179,5742
2074,179,3505
2080,179,2595
2137,180,5069
2136,180,1749
2135,180,3226
2134,180,2822
2132,180,4051
2131,180,3628
2133,180,2882
2157,181,6564
2156,181,4712
2155,181,5003
2154,181,1849
2153,181,3079
2152,181,1701
2149,181,1889
2150,181,573
2148,181,1319
2151,181,4416
2146,181,3403
2138,181,2637
2139,181,4575
2140,181,4428
2141,181,4447
2147,181,3515
2143,181,5103
2144,181,2548
2145,181,2867
2142,181,3575
2158,182,4950
2159,182,4490
2181,183,4873
2182,183,1304
2183,183,198
2184,183,969
2185,183,4880
2186,183,972
2187,183,6463
2188,183,1163
2191,183,5369
2190,183,582
2192,183,4416
2193,183,2060
2180,183,1096
2195,183,1527
2196,183,3761
2197,183,5431
2198,183,1168
2189,183,5289
2194,183,3645
2179,183,1829
2177,183,5446
2160,183,463
2161,183,248
2178,183,2378
2163,183,3920
2164,183,6785
2165,183,4450
2166,183,6582
2167,183,1461
2162,183,4735
2169,183,2904
2170,183,1516
2171,183,4392
2172,183,5124
2173,183,876
2174,183,2681
2175,183,4012
2176,183,3868
2168,183,3475
2203,184,3794
2202,184,1095
2200,184,431
2199,184,2839
2201,184,5305
2213,185,729
2219,185,2216
2218,185,371
2217,185,1582
2216,185,5316
2215,185,1937
2214,185,3579
2212,185,4252
2206,185,2693
2210,185,5824
2209,185,2308
2208,185,442
2207,185,1559
2211,185,1100
2205,185,5146
2204,185,4623
2232,186,5817
2231,186,4207
2230,186,4041
2228,186,3094
2227,186,1749
2226,186,2457
2229,186,1703
2224,186,1680
2223,186,4150
2225,186,1642
2222,186,3531
2221,186,4998
2220,186,2566
2235,187,5072
2236,187,1927
2233,187,491
2234,187,5307
2237,188,2686
2238,188,5137
2239,189,4888
2247,190,2042
2251,190,2397
2250,190,4890
2249,190,5164
2248,190,3877
2246,190,4470
2244,190,6702
2243,190,4733
2242,190,737
2241,190,3551
2240,190,1381
2245,190,4803
2261,191,1333
2262,191,5087
2259,191,5118
2258,191,3535
2257,191,2730
2260,191,3681
2255,191,2655
2254,191,2683
2253,191,5367
2252,191,5082
2256,191,1161
2272,192,3071
2271,192,2463
2270,192,239
2269,192,2445
2268,192,2514
2266,192,1452
2265,192,2686
2264,192,4698
2263,192,991
2273,192,3056
2267,192,3516
2274,192,5372
2278,193,2371
2277,193,3616
2279,193,4388
2275,193,2378
2276,193,2683
2280,194,3793
2281,194,1853
2282,194,1749
2283,195,2305
2284,195,500
2297,196,4416
2296,196,2971
2295,196,2209
2292,196,2023
2291,196,4714
2294,196,1076
2289,196,5236
2290,196,2584
2285,196,2637
2286,196,1532
2293,196,4720
2288,196,4114
2287,196,2645
2298,197,4952
2299,197,3038
2300,197,2682
2320,198,4709
2312,198,2287
2319,198,449
2318,198,2904
2317,198,1198
2316,198,5369
2315,198,6582
2314,198,5242
2313,198,2408
2311,198,5289
2309,198,6785
2302,198,3812
2303,198,3673
2304,198,2989
2301,198,4778
2306,198,4880
2307,198,5197
2308,198,1163
2305,198,3578
2310,198,1526
2329,199,3800
2336,199,3079
2335,199,1485
2334,199,5012
2333,199,5136
2332,199,1758
2331,199,4275
2330,199,6702
2328,199,5033
2326,199,2720
2325,199,3080
2324,199,3399
2323,199,3912
2322,199,4998
2321,199,1862
2327,199,636
2348,200,4027
2355,200,360
2354,200,4207
2353,200,1712
2352,200,4942
2351,200,1786
2350,200,5415
2349,200,2645
2347,200,3984
2340,200,3162
2345,200,1699
2337,200,2637
2338,200,3791
2339,200,1095
2346,200,4400
2342,200,2095
2343,200,1491
2344,200,205
2341,200,3500
2379,201,2128
2375,201,681
2377,201,1680
2378,201,831
2380,201,3853
2381,201,5384
2382,201,4680
2384,201,5278
2374,201,4270
2385,201,5227
2386,201,2457
2387,201,2412
2388,201,5174
2389,201,4925
2390,201,2118
2383,201,3381
2373,201,4888
2376,201,3113
2371,201,4933
2372,201,2566
2357,201,1643
2358,201,5019
2359,201,1764
2360,201,2548
2361,201,331
2362,201,2661
2363,201,1760
2356,201,2052
2365,201,2634
2366,201,320
2367,201,1593
2368,201,5629
2369,201,4334
2370,201,1956
2364,201,4692
2396,202,5436
2394,202,230
2395,202,423
2392,202,6273
2391,202,2861
2393,202,4036
2397,203,3974
2398,204,1312
2399,204,4235
2400,204,1851
2401,204,3541
2402,205,4817
2403,205,4741
2404,205,3824
2408,206,5127
2409,206,4606
2407,206,4944
2405,206,1782
2406,206,6893
2429,207,4158
2428,207,3771
2427,207,3984
2426,207,1889
2425,207,4717
2424,207,5239
2423,207,1067
2422,207,3628
2420,207,4416
2421,207,2637
2418,207,396
2417,207,1846
2416,207,3012
2415,207,3518
2414,207,7043
2413,207,985
2412,207,4668
2411,207,4964
2410,207,2378
2419,207,2397
2430,208,1871
2431,208,2705
2436,209,3473
2437,209,4388
2435,209,2411
2438,209,1749
2433,209,1763
2434,209,875
2432,209,4652
2472,210,2975
2473,210,4678
2474,210,3149
2475,210,373
2476,210,930
2477,210,1461
2485,210,3501
2479,210,3460
2480,210,2853
2481,210,1919
2482,210,5329
2483,210,7104
2484,210,5238
2478,210,4135
2486,210,4324
2488,210,4240
2489,210,6941
2490,210,4670
2491,210,4445
2492,210,1187
2493,210,3697
2494,210,1786
2495,210,2785
2496,210,5242
2498,210,4049
2499,210,3920
2500,210,2463
2471,210,6821
2487,210,4518
2470,210,4293
2497,210,5443
2468,210,2451
2439,210,3300
2440,210,4744
2469,210,3325
2442,210,3576
2443,210,3125
2444,210,3491
2445,210,4819
2446,210,2576
2447,210,2770
2448,210,5084
2449,210,2786
2450,210,2359
2451,210,3933
2452,210,5412
2441,210,4171
2454,210,3396
2467,210,3953
2466,210,4935
2453,210,1846
2465,210,3862
2464,210,4827
2463,210,3093
2462,210,4680
2460,210,611
2459,210,1680
2458,210,306
2457,210,999
2456,210,2220
2455,210,4162
2461,210,4758
2505,211,1749
2504,211,6807
2506,211,3132
2502,211,5148
2501,211,5069
2503,211,2020
2507,212,3799
2508,212,4857
2509,212,2055
2510,212,4745
2511,213,1007
2512,213,2757
2531,214,1614
2532,214,3020
2533,214,4400
2534,214,4670
2535,214,4643
2536,214,5774
2541,214,5025
2538,214,1786
2539,214,233
2540,214,4827
2542,214,5415
2544,214,3750
2530,214,3630
2537,214,4154
2529,214,5134
2543,214,1698
2527,214,1151
2513,214,2926
2514,214,5754
2515,214,817
2517,214,884
2518,214,367
2519,214,1187
2516,214,4896
2521,214,2853
2522,214,1193
2523,214,876
2524,214,6604
2525,214,3848
2526,214,4647
2520,214,5050
2528,214,4696
2571,215,2037
2565,215,2198
2566,215,4503
2567,215,2987
2568,215,4860
2569,215,1973
2570,215,3048
2580,215,5338
2574,215,4088
2575,215,3858
2576,215,2432
2577,215,3876
2578,215,5307
2579,215,5252
2564,215,2566
2581,215,3233
2573,215,3680
2563,215,5313
2572,215,2404
2561,215,5619
2562,215,4796
2545,215,1935
2546,215,4218
2548,215,2744
2549,215,4763
2550,215,1334
2551,215,3488
2552,215,4514
2547,215,3147
2554,215,4689
2555,215,4767
2556,215,4008
2557,215,3756
2560,215,2361
2558,215,431
2559,215,5281
2553,215,984
2583,216,4769
2582,216,6389
2584,217,2019
2585,217,1346
2586,217,4475
2587,217,3376
2600,218,6206
2599,218,306
2598,218,4856
2596,218,5242
2597,218,3857
2595,218,5442
2590,218,674
2593,218,238
2592,218,3920
2591,218,4827
2589,218,4950
2588,218,394
2594,218,2457
2601,219,394
2602,219,332
2603,219,6174
2620,220,5426
2621,220,3559
2622,220,1570
2623,220,3228
2624,220,3970
2629,220,227
2626,220,5381
2627,220,7117
2628,220,2594
2630,220,1141
2619,220,4976
2631,220,2649
2618,220,4541
2625,220,4758
2616,220,396
2604,220,2726
2605,220,1636
2606,220,5163
2607,220,3558
2608,220,2686
2609,220,4160
2617,220,397
2611,220,4655
2612,220,4079
2613,220,2454
2614,220,1331
2615,220,4820
2610,220,840
2632,221,5161
2633,221,4484
2634,221,3739
2636,222,1039
2635,222,590
2637,223,552
2638,223,2535
2639,224,2645
2640,225,486
2651,226,5349
2650,226,2584
2649,226,5445
2648,226,2878
2647,226,4238
2643,226,4051
2645,226,1763
2644,226,1095
2642,226,2645
2641,226,4714
2646,226,3226
2652,227,1532
2653,227,875
2654,228,4918
2655,228,1749
2661,229,4901
2660,229,3132
2659,229,1749
2658,229,1216
2656,229,2891
2657,229,5069
2662,230,3128
2663,230,2149
2664,230,405
2671,231,4720
2674,231,3901
2673,231,4655
2672,231,1916
2670,231,4429
2668,231,2004
2669,231,1921
2667,231,1516
2666,231,1301
2665,231,3850
2675,232,5336
2676,232,1464
2687,233,4416
2686,233,247
2685,233,5195
2684,233,1219
2683,233,4480
2682,233,4445
2681,233,3226
2680,233,1763
2679,233,1095
2678,233,4590
2677,233,3862
2689,234,3226
2690,234,3738
2688,234,1986
2691,235,1061
2692,235,4283
2695,236,2757
2694,236,1579
2693,236,5071
2729,237,5096
2721,237,6177
2722,237,1359
2723,237,2906
2724,237,373
2725,237,5805
2726,237,1729
2727,237,4240
2728,237,321
2730,237,3162
2720,237,2143
2732,237,3913
2733,237,1941
2734,237,1889
2735,237,4893
2736,237,5277
2737,237,943
2741,237,811
2738,237,4527
2739,237,4740
2740,237,5443
2731,237,2768
2719,237,414
2699,237,857
2717,237,3730
2718,237,4976
2696,237,3706
2697,237,1006
2698,237,5201
2700,237,4785
2701,237,550
2702,237,5425
2703,237,4416
2704,237,1102
2706,237,5018
2705,237,4841
2708,237,5399
2709,237,4462
2710,237,2645
2711,237,3723
2712,237,2842
2713,237,2047
2714,237,2433
2715,237,3325
2716,237,5111
2707,237,1798
2748,238,3535
2751,238,5395
2749,238,6206
2747,238,6122
2750,238,6344
2745,238,3889
2742,238,1447
2746,238,674
2744,238,4341
2743,238,726
2752,239,5300
2753,239,5426
2754,239,3765
2756,239,3236
2757,239,3266
2758,239,4082
2759,239,1135
2760,239,2986
2761,239,1460
2762,239,4033
2755,239,1104
2766,240,2699
2765,240,3735
2764,240,320
2763,240,3862
2767,241,2633
2768,242,4797
2769,242,4995
2770,242,5273
2771,242,5191
2772,242,1753
2773,242,4493
2784,243,4934
2790,243,2757
2789,243,424
2788,243,5338
2787,243,4372
2786,243,4827
2785,243,2082
2783,243,1990
2775,243,2375
2781,243,5233
2780,243,704
2779,243,752
2778,243,4661
2777,243,791
2776,243,3531
2782,243,5105
2774,243,3862
2791,244,2726
2792,244,3226
2793,244,4998
2794,244,4416
2795,244,4573
2803,245,2584
2802,245,5445
2801,245,5114
2800,245,4917
2798,245,2842
2797,245,5396
2796,245,1889
2799,245,4981
2804,246,4299
2805,246,2262
2806,246,1749
2809,247,4860
2807,247,5952
2808,247,3588
2810,247,3417
2811,247,1021
2812,247,3701
2813,247,2723
2814,247,6738
2822,248,2681
2821,248,2867
2823,248,5256
2819,248,480
2820,248,1717
2818,248,2790
2817,248,4419
2816,248,4154
2815,248,3862
2824,249,2637
2825,249,1855
2834,250,3627
2833,250,4998
2832,250,3058
2831,250,4553
2828,250,2799
2829,250,3400
2827,250,4463
2826,250,4683
2830,250,450
2839,251,1303
2840,251,2367
2838,251,6683
2836,251,5098
2835,251,4692
2837,251,3427
2841,252,4027
2842,252,1393
2843,252,2584
2852,253,2804
2844,253,2378
2845,253,3017
2846,253,2371
2847,253,2511
2848,253,1764
2849,253,1855
2850,253,1387
2851,253,5425
2861,254,2976
2860,254,4080
2863,254,5172
2862,254,1593
2859,254,1521
2855,254,3240
2857,254,4773
2856,254,5225
2858,254,4820
2854,254,2514
2853,254,276
2864,255,5255
2865,255,2584
2866,256,990
2867,256,4725
2868,256,2411
2869,256,5498
2870,256,4079
2871,257,5982
2879,258,6443
2878,258,2667
2876,258,2216
2877,258,4048
2874,258,490
2873,258,4330
2872,258,4263
2875,258,1691
2890,259,5213
2889,259,4712
2888,259,5222
2887,259,4207
2885,259,876
2886,259,5430
2883,259,4459
2882,259,1006
2881,259,4767
2880,259,5402
2884,259,3748
2899,260,876
2902,260,2118
2901,260,4714
2903,260,5087
2900,260,1855
2898,260,4912
2893,260,991
2896,260,4701
2895,260,4247
2894,260,4374
2892,260,598
2891,260,2637
2897,260,942
2904,261,1216
2905,261,4998
2937,262,530
2936,262,3558
2935,262,4944
2931,262,3514
2933,262,4079
2932,262,2013
2938,262,4434
2930,262,5388
2934,262,7000
2939,262,4357
2943,262,4091
2941,262,6991
2942,262,4401
2944,262,4366
2945,262,1580
2946,262,3364
2947,262,6631
2948,262,2411
2949,262,4271
2929,262,3116
2940,262,7054
2928,262,3729
2922,262,409
2926,262,4234
2906,262,6303
2907,262,6502
2908,262,4417
2909,262,3940
2910,262,3493
2911,262,4453
2912,262,340
2913,262,2636
2914,262,4113
2915,262,2202
2927,262,2478
2917,262,1444
2918,262,657
2919,262,5439
2920,262,3504
2921,262,2431
2916,262,451
2923,262,2699
2924,262,1138
2925,262,5127
2950,263,2667
2962,264,1452
2960,264,3771
2959,264,1311
2958,264,1368
2957,264,4036
2961,264,4673
2955,264,2208
2954,264,6918
2953,264,4312
2952,264,2813
2956,264,3646
2951,264,2378
2963,265,2963
2964,265,1749
2965,265,5904
2971,266,3761
2970,266,5445
2969,266,5047
2967,266,4680
2966,266,549
2968,266,4998
2972,267,788
2973,267,2686
2974,268,4714
2982,269,3884
2985,269,5422
2984,269,5224
2983,269,5231
2981,269,2236
2975,269,2364
2979,269,5284
2978,269,3756
2977,269,1457
2976,269,5256
2980,269,4231
2986,270,1986
2987,270,3728
2988,270,4416
2989,271,4673
2990,271,875
2991,272,4839
2992,273,2842
2996,274,1242
2997,274,5161
2995,274,4893
2993,274,5369
2994,274,4720
2998,275,2637
2999,275,1386
3000,275,3918
3025,276,2822
3024,276,1052
3023,276,3120
3022,276,4487
3021,276,4827
3020,276,2151
3019,276,3963
3018,276,4027
3017,276,2564
3016,276,3226
3015,276,3424
3014,276,4247
3012,276,4647
3010,276,3376
3009,276,6821
3008,276,3844
3007,276,3972
3006,276,2584
3005,276,3575
3004,276,2128
3003,276,4051
3002,276,1250
3001,276,3409
3013,276,676
3011,276,1386
3031,277,3427
3030,277,3109
3029,277,1626
3027,277,4893
3026,277,4991
3028,277,3663
3032,278,3252
3033,278,6352
3034,279,4027
3035,279,4920
3036,279,1512
3037,279,2550
3038,280,1855
3039,280,2233
3040,280,4416
3041,281,4308
3042,281,5042
3047,282,4396
3046,282,4643
3045,282,4416
3043,282,2841
3044,282,2484
3048,283,3373
3049,283,3118
3050,283,1586
3051,283,6120
3052,283,1749
3053,283,3132
3058,284,637
3057,284,1408
3054,284,3823
3055,284,3090
3056,284,4065
3064,285,645
3065,285,4921
3066,285,2457
3063,285,4257
3060,285,1522
3061,285,4616
3059,285,696
3062,285,4607
3067,286,3473
3068,286,1763
3069,287,6969
3070,287,4832
3071,287,5890
3072,287,1656
3073,287,5368
3074,288,369
3075,288,3650
3076,288,1804
3083,289,4056
3082,289,4794
3081,289,5116
3080,289,4987
3079,289,838
3078,289,371
3077,289,1516
3084,290,302
3085,290,5436
3086,290,2584
3087,291,3256
3088,291,3109
3089,291,4321
3090,292,3282
3091,292,2584
3103,293,2060
3102,293,3473
3101,293,4082
3100,293,1554
3098,293,3072
3099,293,2129
3096,293,2584
3095,293,736
3094,293,1095
3093,293,4005
3092,293,2378
3097,293,4027
3119,294,2060
3118,294,2397
3117,294,2699
3115,294,4851
3114,294,371
3113,294,3220
3112,294,1889
3116,294,3547
3110,294,3341
3109,294,2134
3108,294,2303
3107,294,791
3106,294,4623
3105,294,584
3104,294,2487
3111,294,3425
3124,295,1749
3122,295,1792
3123,295,720
3120,295,1855
3121,295,3473
3125,296,486
3126,296,1278
3127,296,5029
3128,296,4615
3129,296,4685
3130,296,5093
3137,297,3899
3139,297,657
3138,297,1577
3140,297,2083
3136,297,3766
3133,297,1763
3134,297,1862
3132,297,1385
3131,297,2646
3135,297,2160
3141,298,4674
3142,299,6775
3143,300,4720
3144,300,1281
3145,300,1987
3148,301,4882
3146,301,7054
3147,301,4203
3159,302,3638
3165,302,5401
3164,302,4456
3163,302,1189
3162,302,2451
3161,302,4588
3160,302,1517
3158,302,3118
3155,302,5147
3156,302,1577
3154,302,2107
3153,302,5222
3152,302,3863
3151,302,4795
3150,302,926
3149,302,2227
3157,302,4027
3177,303,5305
3178,303,1512
3179,303,5583
3182,303,5191
3180,303,4696
3181,303,4362
3176,303,3771
3183,303,3445
3175,303,3516
3169,303,4002
3173,303,752
3172,303,453
3171,303,791
3170,303,1302
3168,303,6289
3167,303,2625
3166,303,2378
3174,303,4388
3193,304,5330
3192,304,4809
3191,304,7056
3190,304,4805
3189,304,2572
3187,304,4256
3186,304,4998
3185,304,4950
3184,304,2776
3188,304,2326
3194,305,5144
3195,305,4238
3209,306,1948
3208,306,4741
3207,306,4744
3206,306,4827
3205,306,5242
3204,306,4795
3203,306,999
3201,306,1577
3200,306,930
3199,306,4678
3198,306,6917
3197,306,4184
3196,306,3862
3202,306,3491
3210,307,2828
3211,307,693
3224,308,5307
3223,308,2566
3222,308,5195
3221,308,431
3220,308,2511
3218,308,2272
3219,308,5250
3216,308,2643
3215,308,2987
3214,308,3576
3213,308,4512
3212,308,5239
3217,308,1463
3227,309,3473
3225,309,1956
3226,309,7088
3228,309,1749
3229,309,5069
3230,309,3889
3239,310,2739
3238,310,7008
3241,310,5422
3240,310,3710
3236,310,4199
3237,310,1616
3234,310,3382
3233,310,7016
3232,310,2120
3231,310,376
3235,310,1609
3242,311,1930
3243,311,4417
3246,312,1749
3244,312,867
3245,312,2145
3247,313,1855
3248,313,396
3249,313,4456
3259,314,730
3260,314,5265
3253,314,1513
3262,314,4143
3258,314,1103
3261,314,5137
3257,314,1311
3252,314,5123
3255,314,6666
3254,314,3628
3251,314,2637
3250,314,2280
3256,314,3771
3263,315,5743
3264,315,2523
3265,315,5420
3266,316,1162
3268,317,835
3269,317,1598
3267,317,940
3270,317,5153
3271,318,946
3272,319,2637
3273,319,4199
3369,320,4942
3368,320,2511
3367,320,807
3366,320,310
3365,320,4653
3404,320,1485
3364,320,710
3363,320,2172
3362,320,4539
3361,320,4663
3360,320,4314
3359,320,2790
3358,320,4012
3357,320,4835
3356,320,4675
3355,320,4143
3354,320,5062
3353,320,798
3352,320,2581
3351,320,1855
3350,320,3714
3349,320,2042
3348,320,1179
3347,320,3972
3346,320,3803
3345,320,1715
3344,320,5048
3343,320,5115
3342,320,791
3370,320,4792
3371,320,3551
3372,320,809
3373,320,1882
3403,320,3048
3402,320,1166
3401,320,2519
3400,320,4560
3399,320,5379
3398,320,1580
3397,320,3564
3396,320,1649
3395,320,7115
3394,320,2699
3393,320,2717
3392,320,2813
3391,320,1253
3390,320,4002
3341,320,1534
3389,320,3830
3387,320,3009
3386,320,1465
3385,320,2371
3384,320,1463
3383,320,4234
3382,320,2580
3381,320,6098
3380,320,5144
3379,320,3899
3378,320,1257
3377,320,1669
3376,320,3897
3375,320,3584
3374,320,2060
3388,320,349
3340,320,1801
3313,320,4733
3338,320,6138
3301,320,3093
3300,320,3407
3299,320,1296
3298,320,1681
3297,320,6322
3296,320,6215
3295,320,1146
3294,320,2946
3293,320,4550
3292,320,4715
3291,320,746
3290,320,2319
3289,320,4416
3288,320,4267
3287,320,4711
3286,320,3848
3285,320,2942
3284,320,3417
3283,320,3307
3282,320,5305
3281,320,3391
3280,320,2966
3279,320,2730
3278,320,5211
3277,320,1381
3276,320,3575
3275,320,2823
3274,320,325
3339,320,4878
3302,320,3507
3304,320,4293
3303,320,1818
3306,320,4998
3337,320,1004
3336,320,3699
3335,320,4599
3334,320,889
3333,320,3615
3332,320,3697
3331,320,1737
3330,320,1319
3329,320,3583
3328,320,3427
3327,320,3526
3326,320,4123
3325,320,3424
3324,320,327
3305,320,1192
3323,320,5169
3321,320,3912
3307,320,3327
3308,320,4584
3309,320,6111
3310,320,5164
3322,320,4439
3312,320,4658
3311,320,986
3315,320,4868
